voca_type,unique_id,day,day_no,word,meaning,english_meaning,pos,theme,theme_ko,priority_score,priority_band,rating,example,translation,paraphrase,paraphrase_translation,question,question_ko,collocation,collocations_json,collocations_ko_json,synonym_used,synonyms_json,phrase,memory_ko,icon,background,original_day,original_no,dataset_version,app_ready,QC2_Status,QC2_Score,QC2_Grade,pattern_recommended,pattern_ko_recommended,QC_Score,QC_Grade,QC_Issues,QC_Status,pattern_candidate_1,pattern_ko_candidate_1,pattern_candidate_2,pattern_ko_candidate_2,pattern_candidate_3,pattern_ko_candidate_3,generation_task,pattern_category,generation_word_sense,generation_context,generation_length_target,generation_structure,QC2_Issue,practice_sentence_ids,practice_sentences_en,practice_sentences_ko,practice_sentence_types,practice_situations,practice_review_words,record_type,practice_id,practice_order,practice_type,practice_situation,practice_sentence_en,practice_sentence_ko,practice_target_words,practice_target_word_meanings,practice_target_patterns,practice_pattern_meanings,practice_opic_level,practice_active,practice_extra_patterns,practice_extra_pattern_meanings,practice_extra_pattern_surfaces,practice_target_word_ko_surfaces,practice_target_pattern_ko_surfaces,practice_extra_pattern_ko_surfaces,practice_target_pattern_ko_segments,practice_extra_pattern_ko_segments,practice_patterns
TOEFL,T_D14_18,14,18,hamper,방해하다,"obstruct, impede, hinder, restrict, prevent",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,Should I hamper their progress by stepping in now?,지금 개입해서 그들의 진행을 방해해야 할까?,Would intervening now impede their progress?,지금 개입하는 것이 그들의 진행을 방해할지 묻는 표현입니다.,Will I hamper progress?,내가 진행을 방해할까?,"hamper progress, hamper development, hamper efforts","[""hamper progress"",""hamper development"",""hamper efforts""]","[""진전을 방해하다"",""발전을 저해하다"",""노력을 방해하다""]",impede,"[""impede"",""hinder"",""hamper""]",hamper their progress,방해하다 → hamper,,,17,11,TOEFL_30x56_FINAL,yes,PASS,95,A,Should I ...?,내가 ~할까?,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Form a natural question using the pattern and target verb.,question,"방해하다, 저해하다",Daily Life,9,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_19,14,19,handle,처리하다,"process, manage, deal with",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,Our client is obsessed with how we handle every single complaint now.,우리 고객은 이제 우리가 각 불만을 어떻게 처리하는지에 집착하고 있어.,The client fixates on our way of dealing with every complaint.,그 고객은 각 불만을 처리하는 방식에 집착한다는 의미입니다.,What is the client obsessed with?,그 고객은 무엇에 집착하고 있지?,"obsessed with quality, obsessed with detail, obsessed with process","[""obsessed with quality"",""obsessed with detail"",""obsessed with process""]","[""품질에 집착하다"",""세부에 집착하다"",""과정에 집착하다""]",fixated,"[""fixated"",""preoccupied"",""obsessed""]",is obsessed with how we handle,집착하다 → obsessed with,,,19,5,TOEFL_30x56_FINAL,yes,PASS,96,A,... is obsessed with ...,~에 집착하다,96,A,,PASS,What's up with ...?,,... is obsessed with ...,,I'm fed up with ...,,Write an observational sentence using the provided pattern.,observation,"집착하다, 지나치게 관심을 가지다",Business,12,reason_or_result,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_20,14,20,handy,편리한,convenient,adj.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,"If there's anything that makes the device truly handy, it's the charger.","이 기기를 정말 편리하게 만드는 게 있다면, 바로 충전기야.",The charger makes this device very convenient.,충전기가 이 기기를 매우 편리하게 만든다.,What feature makes the device handy?,어떤 기능이 이 기기를 편리하게 만드는가?,handy device,"[""handy device""]","[""""]",convenient,"[""convenient"",""useful"",""practical""]",,"handy = 손에 쏙 들어오는, 편리한",,,26,32,TOEFL_30x56_FINAL,1,PASS,98,A,If there's anything (that) ...,만약 ~가 있다면,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Generate example sentence using chosen pattern,Condition,"편리한, 사용하기 쉬운",Technology,12,conditional,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_21,14,21,harsh,가혹한,"severe, rigorous, inclement",adj.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,I wish you wouldn't be so harsh about every small mistake.,작은 실수마다 그렇게 가혹하지 않았으면 해.,Please don't criticize yourself so severely for minor errors.,사소한 실수에 대해 자신을 그렇게 심하게 비난하지 않았으면 해.,Can you be less harsh on yourself?,자신에게 덜 가혹해질 수 있어?,harsh criticism,"[""harsh criticism""]","[""""]",severe,"[""severe"",""rigorous"",""stern""]",,"harsh = 가혹한, 혹독한",,,20,35,TOEFL_30x56_FINAL,1,PASS,98,A,I wish you wouldn't ...,제발 ...하지 않았으면 좋겠어,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Generate example sentence using chosen pattern,Request,"가혹한, 혹독한",Hobbies,11,wish_request,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_22,14,22,hasten,재촉하다,"accelerate, rush, hurry, speed up",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,You might want to hasten your application before the deadline next week.,다음주 마감 전에 지원서를 서두르는 게 좋을 거야.,It would be wise to speed up your application before next week's deadline.,다음 주 마감 전에 지원을 재촉하는 것이 현명하다는 뜻입니다.,Should I speed it up?,서두르는 게 좋을까?,"hasten the process, hasten arrival, hasten action","[""hasten the process"",""hasten arrival"",""hasten action""]","[""과정을 촉진하다"",""도착을 앞당기다"",""조치를 재촉하다""]",speed up,"[""accelerate"",""hurry"",""hasten""]",hasten your application,재촉하다 → hasten,,,14,46,TOEFL_30x56_FINAL,yes,PASS,95,A,You might want to/wanna ...,~하는 게 좋을 거야,95,A,,PASS,What's up with ...?,,I'm fed up with ...,,I don't feel up to ...,,Give a polite suggestion using the pattern and verb.,suggestion,"재촉하다, 가속화하다",Daily Life,12,contrast_or_concession,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_23,14,23,hasty,"성급한, 서두르는","hurried, rushed",adj.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,Let's hope that we avoid hasty conclusions about the diagnosis tomorrow morning.,내일 아침에 진단에 대해 성급한 결론을 내리지 않기를 바라자.,Hopefully we won't jump to quick conclusions about the diagnosis tomorrow morning.,내일 아침 진단에 대해 서둘러 결론 내리지 않기를 바란다는 뜻입니다.,Can we avoid hasty conclusions?,성급한 결론을 피할 수 있을까?,"hasty decision, hasty move, hasty conclusion","[""hasty decision"",""hasty move"",""hasty conclusion""]","[""성급한 결정"",""서두른 행동"",""성급한 결론""]",quick,"[""hurried"",""rash"",""hasty""]",avoid hasty conclusions,성급한 → hasty,,,6,54,TOEFL_30x56_FINAL,yes,PASS,96,A,Let's hope (that) ...,바라자(희망하기),96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a hopeful sentence using the 'Let's hope' pattern and adjective.,wishing,"성급한, 서두르는",Health,12,short_narrative,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_24,14,24,haul,"끌고 가다, 끌다","draw, pull, drag, heave",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,I don't know how they hauled the old piano upstairs.,그들이 어떻게 그 오래된 피아노를 위층으로 끌어올렸는지 모르겠다.,It's unclear how they moved the heavy piano upstairs.,그들이 무거운 피아노를 위층으로 어떻게 옮겼는지 분명하지 않다.,How did they haul that piano upstairs?,그들이 어떻게 저 피아노를 위층으로 끌어올렸어?,haul upstairs,"[""haul upstairs""]","[""""]",drag,"[""drag"",""pull"",""tug""]",,"haul = 끌고 가다, 끌다",,,23,19,TOEFL_30x56_FINAL,1,PASS,98,A,I don't know how ...,어떻게 ...했는지 모르겠다,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Generate example sentence using chosen pattern,Expression of uncertainty,"끌고 가다, 끌다",Business,10,statement_uncertainty,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_25,14,25,hence,"따라서, 그러므로","therefore, consequently, thus",adv.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,"The project is getting nowhere, hence change plans.","그 프로젝트는 진전이 없으니, 따라서 계획을 바꿔라.","Because the project isn't progressing, we must alter our plans.",프로젝트가 진전이 없으므로 계획을 변경해야 한다는 의미입니다.,Is the project getting nowhere?,프로젝트가 진전이 없나?,"getting nowhere, going nowhere, progress getting nowhere","[""getting nowhere"",""going nowhere"",""progress getting nowhere""]","[""진전이 없다"",""별다른 성과가 없다"",""진행이 막힌다""]",stalled,"[""stalled"",""going nowhere"",""getting nowhere""]","is getting nowhere, hence",따라서(hence) → 결과를 표현,,,16,16,TOEFL_30x56_FINAL,yes,PASS,95,A,... is getting nowhere,...는 진전이 없다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Produce a concise result sentence linking 'hence' with the pattern.,result,"따라서, 그러므로",Travel,8,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_26,14,26,hinder,방해하다,"interfere with, hamper, stunt, impede",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,There's no way our small budget can sufficiently hinder the research team's progress this semester.,우리의 작은 예산이 이번 학기 연구팀의 진행을 충분히 방해할 방법은 없다.,Our limited budget cannot realistically block the team's progress this semester.,제한된 예산이 이번 학기 팀의 진행을 방해할 수 없다는 뜻입니다.,Can the budget hinder progress?,예산이 진전을 방해할 수 있을까?,"hinder progress, hinder development, hinder efforts","[""hinder progress"",""hinder development"",""hinder efforts""]","[""진전을 저해하다"",""발전을 방해하다"",""노력을 방해하다""]",impede,"[""impede"",""hamper"",""hinder""]",hinder the research team's progress,방해하다 → hinder,,,24,8,TOEFL_30x56_FINAL,yes,PASS,96,A,There's no way ...,결코 ~할 리 없다,96,A,,PASS,What's up with ...?,,... is obsessed with ...,,I'm fed up with ...,,Write a longer evaluative sentence using 'There's no way...'.,negation,"방해하다, 저해하다",Family & Friends,15,comparison,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_27,14,27,hollow,속이 빈,"empty, vacant, void, unfilled",adj.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,"I'm sorry, but the vase is hollow and breaks easily.",미안하지만 그 꽃병은 속이 비어 있고 쉽게 깨져.,The vase is empty inside and quite fragile.,그 꽃병은 속이 비어 있고 꽤 약하다.,Is the vase hollow inside?,그 꽃병 속이 비어 있니?,hollow core,"[""hollow core""]","[""""]",empty,"[""empty"",""vacant"",""void""]",,"hollow = 속이 빈, 비어 있는",,,14,54,TOEFL_30x56_FINAL,1,PASS,98,A,"I'm sorry, but ...",미안하지만...,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Generate example sentence using chosen pattern,Polite refusal,"속이 빈, 안이 비어 있는",Daily Life,10,partial_apology_statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_28,14,28,hover,"맴돌다, 떠다니다","drift, float, stay on the top",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,"The stock price continued to hover below expectations, to say the least, causing concern.","주가가 최소한 기대 이하로 맴돌았고, 우려를 낳았다.","The price stayed under expectations, to put it mildly, and this caused worry.",주가가 기대 이하에 머물러 걱정을 불러일으켰다는 뜻입니다.,Where did the price hover?,주가가 어디쯤 맴돌았지?,"hover around, hover below, hover above","[""hover around"",""hover below"",""hover above""]","[""~주위를 맴돌다"",""~보다 아래에 머물다"",""~보다 위에 머물다""]",linger,"[""linger"",""float"",""hover""]",hover below expectations,맴돌다 → hover,,,28,31,TOEFL_30x56_FINAL,yes,PASS,96,A,... to say the least,적어도 그렇게 말할 수 있다,96,A,,PASS,... to say the least,,like the way you ...,,You're the one who ...,,Write a sentence using the 'to say the least' pattern and the verb.,emphasis,"맴돌다, 떠다니다",Business,14,comparison,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_29,14,29,huge,거대한,"enormous, large, massive, mammoth, gigantic",adj.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,"Like it or not, the final exam's impact on grades is huge for many students.",좋든 싫든 기말시험이 성적에 미치는 영향은 많은 학생에게 거대하다.,"Whether you accept it or not, the final exam greatly affects many students' grades.",받아들이든 말든 기말시험이 많은 학생들의 성적에 큰 영향을 준다는 의미입니다.,Is the exam impact huge?,시험의 영향이 큰가요?,"huge impact, huge difference, huge result","[""huge impact"",""huge difference"",""huge result""]","[""거대한 영향"",""큰 차이"",""막대한 결과""]",enormous,"[""enormous"",""massive"",""huge""]",is huge for many students,거대한 → huge,,,14,52,TOEFL_30x56_FINAL,yes,PASS,96,A,"Like/Believe it or not, ...",믿든 말든,96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Compose a natural sentence starting with 'Like/Believe it or not' using the adjective.,discourse opener,"거대한, 막대한",School & Learning,15,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D14_30,14,30,humble,"초라한, 겸손한","modest, unpretentious, unassuming",adj.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,You should've seen how humble the artist remained despite achieving huge fame abroad recently.,최근 해외에서 큰 명성을 얻었음에도 그 예술가는 얼마나 겸손했는지 봤어야 했어.,You would have seen the artist's modest behavior despite great fame abroad.,해외에서 큰 명성에도 겸손한 모습을 보였다는 뜻입니다.,Was the artist humble?,그 예술가는 겸손했나?,"humble beginnings, humble attitude, stay humble","[""humble beginnings"",""humble attitude"",""stay humble""]","[""초라한 시작"",""겸손한 태도"",""겸손함을 유지하다""]",modest,"[""modest"",""unassuming"",""humble""]",how humble the artist remained,겸손한 → humble,,,26,41,TOEFL_30x56_FINAL,yes,PASS,96,A,You should've seen/heard ...,봐야 했어(봤어야 했던),96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a past-observation sentence using the pattern 'You should've seen/heard'.,exclamation,"초라한, 겸손한",Shopping & Services,14,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_01,15,1,impact,영향,"influence, effect, repercussion",n.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,I don't like the way your actions impact us.,나는 네 행동이 우리에게 미치는 방식이 마음에 들지 않아.,I dislike how your actions affect us.,나는 네 행동이 우리에게 영향을 미치는 것이 싫다.,What does 'impact' refer to here?,여기서 'impact'는 무엇을 의미하나요?,have an impact on,"[""have an impact on"",""make an impact""]","[""~에 영향을 미치다"",""영향을 주다""]",affect,"[""affect"",""influence""]",have an impact on,어떤 일이 다른 것에 영향을 주는 상황을 떠올리기,,,19,18,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I don't like the way ...,~하는 방식이 마음에 들지 않는다,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,영향이나 효과,Family & Friends,9,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_02,15,2,impart,"주다, 부여하다","give, provide, bestow, offer, grant",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,I'd appreciate it if you could impart the update.,그 업데이트를 전해 주실 수 있다면 감사하겠습니다.,Please share that update with us.,그 업데이트를 우리에게 알려 주세요.,What does 'impart' mean here?,'impart'는 여기서 무슨 뜻인가요?,impart knowledge,"[""impart knowledge"",""impart information""]","[""지식을 전하다"",""정보를 전하다""]",share,"[""share"",""convey""]",impart information,중요한 정보를 다른 사람에게 전달하는 이미지,,,29,3,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'd appreciate it if you could ...,~해 주시면 감사하겠습니다,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,정보나 지식을 전달하다,Technology,9,request,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_03,15,3,impede,방해하다,"inhibit, hinder, obstruct",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,I'm not used to projects impeding my schedule.,프로젝트가 내 일정에 지장을 주는 것에 익숙하지 않다.,I'm unaccustomed to projects delaying my timetable.,프로젝트가 내 시간표를 지연시키는 것에 익숙하지 않다.,How is 'impeding' used here?,'impeding'는 여기서 어떻게 사용되었나요?,impede progress,"[""impede progress"",""impede development""]","[""진행을 방해하다"",""발전을 저해하다""]",delaying,"[""hinder"",""delay""]",impede progress,무언가가 길을 막아 진행을 못하는 모습 떠올리기,,,26,40,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'm not used to ...ing,~하는 것에 익숙하지 않다,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,방해하거나 지연시키다,Business,8,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_04,15,4,imply,시사하다,"suggest, indicate, connote",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,"I'll tell you what, that implies we should practice more.","이렇게 하자, 그것은 우리가 더 연습해야 함을 시사해.",That suggests we need more practice.,그것은 우리가 더 연습할 필요가 있음을 암시한다.,What does 'imply' suggest in this sentence?,이 문장에서 'imply'는 무엇을 암시하나요?,imply that,"[""imply that"",""implicitly imply""]","[""~을 암시하다"",""암묵적으로 시사하다""]",suggest,"[""suggest"",""indicate""]",imply that,조용히 어떤 사실을 넌지시 보여주는 상황 떠올리기,,,30,8,TOEFL_30x56_FINAL,YES,APPROVED,98,A,"I'll tell you what, ...","있잖아, 내가 이렇게 할게",98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,"암시하다, 넌지시 나타내다",Hobbies,10,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_05,15,5,impose,강요하다,"force, pressure, enforce",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,Should I impose a curfew for the kids?,아이들에게 통행금지를 강요할까요?,Do you want me to enforce a curfew for the children?,아이들에게 통금 시간을 강제할까요?,What does 'impose' mean here?,'impose'는 여기서 무슨 뜻인가요?,impose rules,"[""impose rules"",""impose a ban""]","[""규칙을 부과하다"",""금지를 부과하다""]",enforce,"[""enforce"",""force""]",impose a curfew,규칙을 억지로 도입하는 장면 상상하기,,,26,7,TOEFL_30x56_FINAL,YES,APPROVED,98,A,Should I ...?,내가 ~할까?,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,의무나 규칙을 강요하다,Daily Life,8,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_06,15,6,incite,자극하다,"stimulate, provoke, inflame, spur",v.,Plans & Possibilities,계획과 가능성 말하기,58,Core,3,I'm not used to ads inciting impulse purchases.,충동구매를 자극하는 광고에 익숙하지 않다.,I am unaccustomed to advertisements provoking quick buys.,광고가 급히 구매하게 만드는 것을 나는 익숙하지 않다.,What does 'inciting' imply here?,'inciting'는 여기서 무엇을 암시하나요?,incite action,"[""incite action"",""incite unrest""]","[""행동을 촉발하다"",""소요를 선동하다""]",provoke,"[""provoke"",""stimulate""]",incite action,작은 자극이 큰 행동으로 이어지는 이미지,,,6,38,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'm not used to ...ing,~하는 것에 익숙하지 않다,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,행동을 촉발하다,Shopping & Services,8,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_07,15,7,rational,합리적인,"logical, sensible, reasonable",adj.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I think you deserve a rational explanation.,당신은 합리적인 설명을 받을 자격이 있다고 생각해.,You merit a logical explanation.,당신은 논리적인 설명을 받을 만하다.,What does 'rational' mean here?,'rational'는 여기서 무슨 뜻인가요?,rational decision,"[""rational decision"",""rational thought""]","[""합리적인 결정"",""합리적 사고""]",logical,"[""logical"",""sensible""]",rational explanation,감정 아닌 이성으로 설명하는 장면 상상하기,,,8,53,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I think you deserve ...,네가 ~할 자격이 있다고 생각해,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,논리적이고 합리적인,School & Learning,7,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_08,15,8,reconcile,화해시키다,"bring together, reunite",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I'll be sure to reconcile our schedules tomorrow.,내일 우리 일정들을 조율할게.,I'll make sure to coordinate our calendars tomorrow.,내일 우리 달력을 맞추도록 할게.,How is 'reconcile' used here?,'reconcile'는 여기서 어떻게 사용되나요?,reconcile differences,"[""reconcile differences"",""reconcile accounts""]","[""차이를 조정하다"",""장부를 정리하다""]",coordinate,"[""reconcile"",""coordinate""]",reconcile schedules,서로 다른 일정들을 하나로 맞추는 이미지,,,14,42,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'll be sure to ...,반드시 ~할게요,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,서로 맞추어 조정하다,Travel,8,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_09,15,9,recurring,되풀이되는,"repeated, recurrent",adj.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I'll be sure to address the recurring issue tomorrow.,그 반복되는 문제를 내일 꼭 다루겠어.,I'll make sure to deal with the repeated problem tomorrow.,나는 그 반복된 문제를 내일 해결하도록 하겠다.,What does 'recurring' mean here?,'recurring'는 여기서 무슨 뜻인가요?,recurring problem,"[""recurring problem"",""recurring theme""]","[""되풀이되는 문제"",""반복되는 주제""]",repeated,"[""repeated"",""recurrent""]",recurring issue,같은 문제가 계속 반복되는 이미지,,,14,11,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'll be sure to ...,반드시 ~할게요,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,반복적으로 일어나는,Family & Friends,9,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_10,15,10,reinforce,강화하다,"strengthen, support, consolidate, fortify",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I'll be sure to reinforce your progress with praise.,너의 진전을 칭찬으로 확실히 강화해줄게.,I'll strengthen your progress by praising it.,나는 칭찬으로 네 발전을 더 강화하겠다.,What does 'reinforce' mean here?,'reinforce'는 여기서 무슨 뜻인가요?,reinforce behavior,"[""reinforce behavior"",""reinforce security""]","[""행동을 강화하다"",""보안을 강화하다""]",strengthen,"[""strengthen"",""support""]",reinforce progress,무언가를 더 튼튼하게 만드는 모습 떠올리기,,,28,5,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'll be sure to ...,반드시 ~할게요,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,강화하여 더 튼튼하게 만들다,Daily Life,9,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_11,15,11,reluctant,꺼리는,"unwilling, disinclined, loath",adj.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I'm not used to sounding so reluctant lately.,요즘 이렇게 마지못해 말하는 것에 익숙하지 않아.,I haven't been accustomed to sounding unwilling recently.,최근에 그렇게 꺼려하는 것처럼 들리는 데 익숙하지 않다.,What does 'reluctant' express here?,'reluctant'는 여기서 무엇을 표현하나요?,reluctant to,"[""reluctant to"",""seem reluctant""]","[""~하기를 꺼리다"",""꺼려하는 듯 보이다""]",unwilling,"[""unwilling"",""hesitant""]",reluctant to accept,마음 내키지 않아 머뭇거리는 모습 상상하기,,,3,3,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'm not used to ...ing,~하는 것에 익숙하지 않다,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,"마지못해 하는, 꺼려하는",Business,8,request_or_suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_12,15,12,reminisce,회상하다,"recollect, remember, recall, look back",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,You can't just reminisce and ignore responsibilities.,그냥 회상만 하고 책임을 무시할 수는 없어.,Don't avoid duties by only remembering the past.,과거를 떠올리기만 하며 의무를 피하지 마라.,When do you usually reminisce?,보통 언제 회상하나요?,reminisce about,"[""reminisce about""]","[""""]",remember,"[""remember"",""recall""]",reminisce about,옛 추억을 떠올리며 이야기하다,default,,21,29,TOEFL_30x56_FINAL,yes,PASS,95,A,You can't (just) ...,너는 (그냥) ...할 수 없다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Warning,옛일을 회상하다,Daily Life,7,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_13,15,13,replenish,보충하다,"refill, restore, renew",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,You could at least replenish the coffee before leaving.,떠나기 전에 적어도 커피는 다시 채워 놓으세요.,Refill the coffee so it doesn't run out.,커피가 떨어지지 않도록 다시 채워라.,What supplies do you need to replenish at work?,직장에서 어떤 물품을 보충해야 하나요?,replenish supplies,"[""replenish supplies""]","[""""]",refill,"[""refill"",""restore"",""renew""]",replenish supplies,비어가면 다시 채워 넣기,default,,1,5,TOEFL_30x56_FINAL,yes,PASS,95,A,You could at least ...,너는 적어도 ...해야지,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Request,고갈된 것을 다시 채우다,Business,9,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_14,15,14,replicate,"복제하다, 반복하다","reproduce, copy, duplicate",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I'll let you know if we can replicate those results.,그 결과들을 재현할 수 있는지 알려줄게.,I'll inform you whether the findings can be duplicated.,그 결과들이 복제 가능한지 알려주겠다.,How would you replicate an experiment?,실험을 어떻게 재현하겠습니까?,replicate results,"[""replicate results""]","[""""]",duplicate,"[""replicate"",""duplicate"",""reproduce""]",replicate results,같은 조건으로 다시 만들어 보기,default,,6,53,TOEFL_30x56_FINAL,yes,PASS,96,A,I'll let you know ...,알려줄게,96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Promise,실험이나 결과를 다시 재현하다,Travel,10,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_15,15,15,represent,"묘사하다, 나타내다","depict, portray, express",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,Should I represent our group at the meeting?,회의에서 우리 그룹을 대표해야 할까요?,Do you want me to act as our group's representative at the meeting?,회의에서 우리 그룹의 대표로 행동하길 원하나요?,What does 'represent' mean here?,'represent'는 여기서 무슨 뜻인가요?,represent someone,"[""represent someone"",""represent a group""]","[""~을 대표하다"",""그룹을 대표하다""]",act as,"[""depict"",""portray""]",represent a group,한 사람을 대신해 말하거나 나타내는 모습 상상하기,,,26,37,TOEFL_30x56_FINAL,YES,APPROVED,98,A,Should I ...?,내가 ~할까?,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,sentence_generation,,표현하거나 나타내다,Family & Friends,8,conditional,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
